Country,Month,track_name,artist_names,Total_Streams
ES,2024-04,38,"JC Reyes, Biwan La Pauta, Pedro Calderon",1103045
ES,2024-05,"1 de Enero, Puntacana",Rels B,883987
ES,2024-05,1000COSAS,"Lola Indigo, Manuel Turizo",8970120
ES,2024-05,100xCiento,"Foreign Teck, Eladio Carrion, De La Ghetto, Wisin",2993457
ES,2024-05,3 Am,"Eladio Carrion, Brytiago",995886
ES,2024-05,3 CAÍDAS,SAIKO,3515900
ES,2024-06,0 CONFIANZA,"Rvfv, Morad",4862215
ES,2024-06,1000COSAS,"Lola Indigo, Manuel Turizo",7753128
ES,2024-06,12:15,DELLAFUENTE,454518
ES,2024-06,13 Preguntas,DELLAFUENTE,1104907
ES,2024-06,3 Am,"Eladio Carrion, Brytiago",509227
ES,2024-07,0 CONFIANZA,"Rvfv, Morad",1148227
ES,2024-07,1000COSAS,"Lola Indigo, Manuel Turizo",7589455
ES,2024-07,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",3465707
ES,2024-07,34 Amor y Mafia,"JC Reyes, Camin",453470
ES,2024-07,4TO 23,Aitana,3367073
ES,2024-08,1000COSAS,"Lola Indigo, Manuel Turizo",8627483
ES,2024-08,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",4521339
ES,2024-08,444,"Yan Block, Panda Black",1792544
ES,2024-08,4TO 23,Aitana,2834869
ES,2024-08,A 300,"JC Reyes, Pedro Calderon, Blacknife",2843522
ES,2024-09,1000COSAS,"Lola Indigo, Manuel Turizo",5452991
ES,2024-09,2 K 1 6,"Omar Courtz, Bryant Myers",580715
ES,2024-09,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",2653274
ES,2024-09,3 PECADOS DESPUES…,Milo j,2336075
ES,2024-09,444,"Yan Block, Panda Black",1916432
ES,2024-10,1 ENTERO,JC Reyes,449668
ES,2024-10,1000COSAS,"Lola Indigo, Manuel Turizo",5647413
ES,2024-10,2 K 1 6,"Omar Courtz, Bryant Myers",1811568
ES,2024-10,2PA2,Los Diozes,410185
ES,2024-10,2xLL,"JC Reyes, YOVNGCHIMI, Slayter",2930724
ES,2024-11,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",5013633
ES,2024-11,1000COSAS,"Lola Indigo, Manuel Turizo",3033284
ES,2024-11,14 FEBREROS,"Quevedo, Sin Nombre",2302907
ES,2024-11,2:12 AM,"Rauw Alejandro, LATIN MAFIA",516873
ES,2024-11,2AM,"Sebastian Yatra, Bad Gyal",1382144
ES,2024-12,+57,"KAROL G, Feid, DFZM, Ovy On The Drums, J Balvin, Maluma, Ryan Castro, Blessd",1766759
ES,2024-12,1000COSAS,"Lola Indigo, Manuel Turizo",1349900
ES,2024-12,14 FEBREROS,"Quevedo, Sin Nombre",1849802
ES,2024-12,2AM,"Sebastian Yatra, Bad Gyal",2749914
ES,2024-12,444,"Yan Block, Panda Black",1224545
FR,2023-06,(It Goes Like) Nanana - Edit,Peggy Gou,481710
FR,2023-06,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",2841746
FR,2023-06,10.03.2023,Werenoi,1462896
FR,2023-06,1ère Sommation,"Liim’s, Gazo",440593
FR,2023-06,2 Be Loved (Am I Ready),Lizzo,842121
FR,2023-07,(It Goes Like) Nanana - Edit,Peggy Gou,1766723
FR,2023-07,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",4871610
FR,2023-07,10.03.2023,Werenoi,2028018
FR,2023-07,2 Be Loved (Am I Ready),Lizzo,1210527
FR,2023-07,22h22,"YG Pablo, Sofiane Pamart, Josman",1189927
FR,2023-08,(It Goes Like) Nanana - Edit,Peggy Gou,4228272
FR,2023-08,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",5632538
FR,2023-08,10.03.2023,Werenoi,2308053
FR,2023-08,25 G,Ninho,1643158
FR,2023-08,3 singes,"Werenoi, Ninho",2022281
FR,2023-09,(It Goes Like) Nanana - Edit,Peggy Gou,3254778
FR,2023-09,1 2 3 4,"Zokush, RK",2256339
FR,2023-09,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",3200315
FR,2023-09,10.03.2023,Werenoi,2412565
FR,2023-09,3 singes,"Werenoi, Ninho",1588050
FR,2023-10,(It Goes Like) Nanana - Edit,Peggy Gou,1851007
FR,2023-10,1 2 3 4,"Zokush, RK",3307851
FR,2023-10,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",3134509
FR,2023-10,10.03.2023,Werenoi,2654000
FR,2023-10,187 mesures (feat. Ninho),"Leto, Ninho",616404
FR,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,344565
FR,2023-11,1 2 3 4,"Zokush, RK",4979609
FR,2023-11,"1,2,3 Soleil","NAZAKEBLACK, Naza, KeBlack",2086347
FR,2023-11,10.03.2023,Werenoi,2883133
FR,2023-11,187 mesures (feat. Ninho),"Leto, Ninho",339160
FR,2023-12,1 2 3 4,"Zokush, RK",3884880
FR,2023-12,10.03.2023,Werenoi,2236527
FR,2023-12,100K,Gazo,6253527
FR,2023-12,200K,Tiakola,3470603
FR,2023-12,24,La Fève,632579
FR,2024-01,*,PLK,453040
FR,2024-01,1 2 3 4,"Zokush, RK",3489647
FR,2024-01,10.03.2023,Werenoi,2259880
FR,2024-01,100K,Gazo,2741519
FR,2024-01,2006 - Opps qui court,Kerchak,784527
FR,2024-02,1 2 3 4,"Zokush, RK",3259601
FR,2024-02,10.03.2023,Werenoi,3514526
FR,2024-02,100K,Gazo,2041862
FR,2024-02,16.02.2024,Werenoi,5286160
FR,2024-02,1€ / 1Eu,PLK,468708
FR,2024-03,#BÂTIMENT1,Tiakola,527596
FR,2024-03,1 2 3 4,"Zokush, RK",2438137
FR,2024-03,10.03.2023,Werenoi,2653143
FR,2024-03,16.02.2024,Werenoi,3110058
FR,2024-03,2009',Tiakola,510677
FR,2024-04,1 2 3 4,"Zokush, RK",2456406
FR,2024-04,10.03.2023,Werenoi,2582935
FR,2024-04,16.02.2024,Werenoi,2067556
FR,2024-04,4MOTION,"Maes, PLK",3128800
FR,2024-04,AKRAPO 7,UZI,1632927
FR,2024-05,1 2 3 4,"Zokush, RK",2807256
FR,2024-05,10.03.2023,Werenoi,2629834
FR,2024-05,16.02.2024,Werenoi,840453
FR,2024-05,4MOTION,"Maes, PLK",3272196
FR,2024-05,AMBER,Zola,850226
FR,2024-06,1 2 3 4,"Zokush, RK",2031445
FR,2024-06,16.02.2024,Werenoi,843568
FR,2024-06,42,Aya Nakamura,865434
FR,2024-06,4MOTION,"Maes, PLK",509995
FR,2024-06,50G,"UZI, JKSN",618968
FR,2024-07,1 2 3 4,"Zokush, RK",1804775
FR,2024-07,16.02.2024,Werenoi,424209
FR,2024-07,42,Aya Nakamura,2935387
FR,2024-07,4MOTION,"Maes, PLK",500733
FR,2024-07,50G,"UZI, JKSN",2571837
FR,2024-08,42,Aya Nakamura,4389716
FR,2024-08,50G,"UZI, JKSN",2357694
FR,2024-08,A Bar Song (Tipsy),Shaboozey,3490441
FR,2024-08,A Sky Full of Stars,Coldplay,2080142
FR,2024-08,Adieu,Jérémy Frerot,2891945
FR,2024-09,'Ndrangheta,"Niaks, Maes",732617
FR,2024-09,10',Laylow,888060
FR,2024-09,10.03.2023,Werenoi,424362
FR,2024-09,1h55,"Tiakola, Rsko, Hamza",1660763
FR,2024-09,42,Aya Nakamura,2982211
FR,2024-10,'Ndrangheta,"Niaks, Maes",565866
FR,2024-10,10.03.2023,Werenoi,437897
FR,2024-10,1h55,"Tiakola, Rsko, Hamza",4230282
FR,2024-10,4 Kampé,Joé Dwèt Filé,1274733
FR,2024-10,42,Aya Nakamura,2445737
FR,2024-11,1 Minute,"Lynda, Imen Es",801200
FR,2024-11,10.03.2023,Werenoi,444217
FR,2024-11,1h55,"Tiakola, Rsko, Hamza",942068
FR,2024-11,24h plus tôt,Damso,1899576
FR,2024-11,300,"La Fouine, RK",644321
FR,2024-12,02:00,"SCH, Damso",2106266
FR,2024-12,1 Minute,"Lynda, Imen Es",1078254
FR,2024-12,300,"La Fouine, RK",1207786
FR,2024-12,4 Kampé,Joé Dwèt Filé,3143102
FR,2024-12,50G,"UZI, JKSN",985970
GB,2023-06,(It Goes Like) Nanana - Edit,Peggy Gou,3069243
GB,2023-06,0800 HEAVEN,"Nathan Dawe, Joel Corry, Ella Henderson",2639887
GB,2023-06,10:35,"Tiësto, Tate McRae",530296
GB,2023-06,2 Be Loved (Am I Ready),Lizzo,1541391
GB,2023-06,505,Arctic Monkeys,2980431
GB,2023-07,(It Goes Like) Nanana - Edit,Peggy Gou,7190267
GB,2023-07,0800 HEAVEN,"Nathan Dawe, Joel Corry, Ella Henderson",4067803
GB,2023-07,2 Be Loved (Am I Ready),Lizzo,1914025
GB,2023-07,505,Arctic Monkeys,3218426
GB,2023-07,About Damn Time,Lizzo,467446
GB,2023-08,(It Goes Like) Nanana - Edit,Peggy Gou,9927880
GB,2023-08,0800 HEAVEN,"Nathan Dawe, Joel Corry, Ella Henderson",5123412
GB,2023-08,2 Be Loved (Am I Ready),Lizzo,479928
GB,2023-08,505,Arctic Monkeys,3363407
GB,2023-08,Afraid To Feel,LF SYSTEM,3106985
GB,2023-09,(It Goes Like) Nanana - Edit,Peggy Gou,7002977
GB,2023-09,0800 HEAVEN,"Nathan Dawe, Joel Corry, Ella Henderson",2920782
GB,2023-09,505,Arctic Monkeys,2686585
GB,2023-09,A N X I E T Y (feat. Doechii),"Sleepy Hallow, Doechii",534730
GB,2023-09,AMEN,"Tion Wayne, Nines",507111
GB,2023-10,(It Goes Like) Nanana - Edit,Peggy Gou,4610469
GB,2023-10,0800 HEAVEN,"Nathan Dawe, Joel Corry, Ella Henderson",1534701
GB,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",2477617
GB,2023-10,505,Arctic Monkeys,2750677
GB,2023-10,7969 Santa,Drake,1085352
GB,2023-11,"""Slut!"" (Taylor's Version) (From The Vault)",Taylor Swift,5675578
GB,2023-11,#skeptacore pt.3,"Ryder, Skepta",514089
GB,2023-11,(It Goes Like) Nanana - Edit,Peggy Gou,4280634
GB,2023-11,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",479227
GB,2023-11,500lbs,Lil Tecca,496148
GB,2023-12,(It Goes Like) Nanana - Edit,Peggy Gou,2852926
GB,2023-12,2000 Miles - 2007 Remaster,Pretenders,5638335
GB,2023-12,505,Arctic Monkeys,2641544
GB,2023-12,8 Days of Christmas,Destiny's Child,838608
GB,2023-12,A Holly Jolly Christmas,Burl Ives,6346595
GB,2024-01,(It Goes Like) Nanana - Edit,Peggy Gou,3001055
GB,2024-01,500lbs,Lil Tecca,2086208
GB,2024-01,505,Arctic Monkeys,2667905
GB,2024-01,Agora Hills,Doja Cat,3014622
GB,2024-01,Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",3658779
GB,2024-02,(It Goes Like) Nanana - Edit,Peggy Gou,3162130
GB,2024-02,500lbs,Lil Tecca,2823881
GB,2024-02,505,Arctic Monkeys,3344921
GB,2024-02,Abracadabra (Feat. Craig David),"Wes Nelson, Craig David",1258199
GB,2024-02,Agora Hills,Doja Cat,2414921
GB,2024-03,(It Goes Like) Nanana - Edit,Peggy Gou,2248585
GB,2024-03,505,Arctic Monkeys,2746953
GB,2024-03,Agora Hills,Doja Cat,546226
GB,2024-03,Ain't No Mountain High Enough,"Marvin Gaye, Tammi Terrell",2245445
GB,2024-03,Ain't No Sunshine,Bill Withers,2726763
GB,2024-04,16 CARRIAGES,Beyoncé,1082258
GB,2024-04,505,Arctic Monkeys,2983305
GB,2024-04,7 Minute Drill,J. Cole,708070
GB,2024-04,A Bar Song (Tipsy),Shaboozey,2537894
GB,2024-04,ALLIIGATOR TEARS,Beyoncé,794828
GB,2024-05,360,Charli xcx,1656352
GB,2024-05,505,Arctic Monkeys,3992982
GB,2024-05,A Bar Song (Tipsy),Shaboozey,19567211
GB,2024-05,A Sky Full of Stars,Coldplay,1265518
GB,2024-05,Addicted,"Zerb, The Chainsmokers, Ink",2004634
GB,2024-06,...Ready For It?,Taylor Swift,1804157
GB,2024-06,360,Charli xcx,3996401
GB,2024-06,505,Arctic Monkeys,2848183
GB,2024-06,6 In the Morning (feat. Nate Dogg),"Flex (UK), Nate Dogg",3370270
GB,2024-06,A Bar Song (Tipsy),Shaboozey,14279685
GB,2024-07,(Sittin' On) the Dock of the Bay,Otis Redding,2170188
GB,2024-07,360,Charli xcx,5114322
GB,2024-07,365,Charli xcx,1260983
GB,2024-07,505,Arctic Monkeys,2774882
GB,2024-07,6 In the Morning (feat. Nate Dogg),"Flex (UK), Nate Dogg",1235410
GB,2024-08,(Sittin' On) the Dock of the Bay,Otis Redding,902509
GB,2024-08,360,Charli xcx,7288598
GB,2024-08,365,Charli xcx,3604396
GB,2024-08,505,Arctic Monkeys,3352018
GB,2024-08,9 to 5,Dolly Parton,1183016
GB,2024-09,360,Charli xcx,3639958
GB,2024-09,365,Charli xcx,541548
GB,2024-09,505,Arctic Monkeys,2868191
GB,2024-09,9 to 5,Dolly Parton,529633
GB,2024-09,A Bar Song (Tipsy),Shaboozey,7697855
GB,2024-10,18,One Direction,553911
GB,2024-10,360,Charli xcx,2582086
GB,2024-10,365 featuring shygirl,"Charli xcx, Shygirl",610686
GB,2024-10,505,Arctic Monkeys,3909314
GB,2024-10,A Bar Song (Tipsy),Shaboozey,8565591
GB,2024-11,(Sittin' On) the Dock of the Bay,Otis Redding,3080059
GB,2024-11,2 hands,Tate McRae,2200351
GB,2024-11,505,Arctic Monkeys,3370630
GB,2024-11,A Bar Song (Tipsy),Shaboozey,5771022
GB,2024-11,APT.,"ROSÉ, Bruno Mars",8317377
GB,2024-12,2 hands,Tate McRae,747896
GB,2024-12,2000 Miles - 2007 Remaster,Pretenders,1644724
GB,2024-12,360,Charli xcx,1301329
GB,2024-12,505,Arctic Monkeys,1626183
GB,2024-12,A Bar Song (Tipsy),Shaboozey,2775519
IN,2023-06,0 to 100,"Sidhu Moose Wala, Mxrci",1107565
IN,2023-06,295,Sidhu Moose Wala,8781064
IN,2023-06,Aankhon Se Batana,Dikshant,1090022
IN,2023-06,"Adiye - From ""Bachelor""","Dhibu Ninan Thomas, Kapil Kapilan",2254906
IN,2023-06,Ae Dil Hai Mushkil Title Track,"Pritam, Arijit Singh",3630029
IN,2023-07,295,Sidhu Moose Wala,8997438
IN,2023-07,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",5869453
IN,2023-07,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",2612316
IN,2023-07,Aankhon Se Batana,Dikshant,3214485
IN,2023-07,"Adiye - From ""Bachelor""","Dhibu Ninan Thomas, Kapil Kapilan",4533220
IN,2023-08,295,Sidhu Moose Wala,10395887
IN,2023-08,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",20896767
IN,2023-08,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",9719049
IN,2023-08,"Adiye - From ""Bachelor""","Dhibu Ninan Thomas, Kapil Kapilan",4447369
IN,2023-08,Admirin' You (feat. Preston Pablo),"Karan Aujla, Ikky, Preston Pablo",11454542
IN,2023-09,295,Sidhu Moose Wala,6705562
IN,2023-09,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",16351463
IN,2023-09,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",9188327
IN,2023-09,"Adiye - From ""Bachelor""","Dhibu Ninan Thomas, Kapil Kapilan",3325463
IN,2023-09,Admirin' You (feat. Preston Pablo),"Karan Aujla, Ikky, Preston Pablo",10719916
IN,2023-10,295,Sidhu Moose Wala,6717563
IN,2023-10,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",6104477
IN,2023-10,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",12704679
IN,2023-10,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",7527855
IN,2023-10,Admirin' You (feat. Preston Pablo),"Karan Aujla, Ikky, Preston Pablo",10297270
IN,2023-11,295,Sidhu Moose Wala,8226255
IN,2023-11,3D (feat. Jack Harlow),"Jung Kook, Jack Harlow",1130114
IN,2023-11,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",14381179
IN,2023-11,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",7510189
IN,2023-11,Admirin' You (feat. Preston Pablo),"Karan Aujla, Ikky, Preston Pablo",9758949
IN,2023-12,295,Sidhu Moose Wala,6455539
IN,2023-12,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",990026
IN,2023-12,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",11783048
IN,2023-12,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",5230606
IN,2023-12,"Abrar’s Entry | Jamal Kudu (From ""ANIMAL"")","Harshavardhan Rameshwar, Choir",16340254
IN,2024-01,100 Million,"DIVINE, Karan Aujla",1311539
IN,2024-01,295,Sidhu Moose Wala,6032160
IN,2024-01,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",4849215
IN,2024-01,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",11419802
IN,2024-01,Aa,"Roach Killa, Arif Lohar, Deep Jandu",984957
IN,2024-02,100 Million,"DIVINE, Karan Aujla",2197682
IN,2024-02,295,Sidhu Moose Wala,7060255
IN,2024-02,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",8408421
IN,2024-02,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",13770562
IN,2024-02,Aa,"Roach Killa, Arif Lohar, Deep Jandu",6874363
IN,2024-03,295,Sidhu Moose Wala,5841339
IN,2024-03,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",6145802
IN,2024-03,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",10170999
IN,2024-03,Aa,"Roach Killa, Arif Lohar, Deep Jandu",1134269
IN,2024-03,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",8974845
IN,2024-04,295,Sidhu Moose Wala,5395140
IN,2024-04,410,"Sidhu Moose Wala, Sunny Malton, Offgrid",4911138
IN,2024-04,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",5360992
IN,2024-04,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",9685608
IN,2024-04,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",8738093
IN,2024-05,295,Sidhu Moose Wala,6720753
IN,2024-05,410,"Sidhu Moose Wala, Sunny Malton, Offgrid",7774672
IN,2024-05,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",6012953
IN,2024-05,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",11109626
IN,2024-05,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",9716036
IN,2024-06,295,Sidhu Moose Wala,6250989
IN,2024-06,410,"Sidhu Moose Wala, Sunny Malton, Offgrid",4564231
IN,2024-06,8 ASLE,"Sukha, Chani Nattan, Prodgk, Gurlez Akhtar",3344843
IN,2024-06,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",7790038
IN,2024-06,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",6865687
IN,2024-07,295,Sidhu Moose Wala,5275963
IN,2024-07,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",7085326
IN,2024-07,ANTIDOTE,Karan Aujla,7933903
IN,2024-07,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",6278724
IN,2024-07,Aaoge Tum Kabhi,The Local Train,4917968
IN,2024-08,295,Sidhu Moose Wala,6274867
IN,2024-08,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",8673115
IN,2024-08,ANTIDOTE,Karan Aujla,9891550
IN,2024-08,"Aaj Ki Raat (From ""Stree 2"")","Sachin-Jigar, Amitabh Bhattacharya, Madhubanti Bagchi, Divya Kumar",25916145
IN,2024-08,Aam Jahe Munde,"Parmish Verma, PARDHAAN, Desi Crew",6927043
IN,2024-09,295,Sidhu Moose Wala,4950753
IN,2024-09,52 Bars,"Karan Aujla, Ikky",1161039
IN,2024-09,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",6536683
IN,2024-09,ANTIDOTE,Karan Aujla,6296958
IN,2024-09,"Aaj Ki Raat (From ""Stree 2"")","Sachin-Jigar, Amitabh Bhattacharya, Madhubanti Bagchi, Divya Kumar",32111709
IN,2024-10,295,Sidhu Moose Wala,6093903
IN,2024-10,315 (feat. Shinda Kahlon & Jazzy B),"AP Dhillon, Shinda Kahlon, Jazzy B",2283177
IN,2024-10,52 Bars,"Karan Aujla, Ikky",6491325
IN,2024-10,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",8336298
IN,2024-10,ANTIDOTE,Karan Aujla,6617444
IN,2024-11,295,Sidhu Moose Wala,2379237
IN,2024-11,52 Bars,"Karan Aujla, Ikky",5157764
IN,2024-11,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",6084326
IN,2024-11,ANTIDOTE,Karan Aujla,4921228
IN,2024-11,APT.,"ROSÉ, Bruno Mars",10386479
IN,2024-12,52 Bars,"Karan Aujla, Ikky",1195537
IN,2024-12,9:45,"Prabh Singh, Jay Trak, Rooh Sandhu",1428880
IN,2024-12,ANTIDOTE,Karan Aujla,1237557
IN,2024-12,APT.,"ROSÉ, Bruno Mars",3051478
IN,2024-12,Aaj Bhi 2,Vishal Mishra,1260353
JP,2023-06,115万キロのフィルム,OFFICIAL HIGE DANDISM,2566125
JP,2023-06,ANTIFRAGILE,LE SSERAFIM,1942471
JP,2023-06,After LIKE,IVE,1198121
JP,2023-06,"Angel Pt. 1 (feat. Jimin of BTS, JVKE & Muni Long)","Kodak Black, NLE Choppa, Jimin, JVKE, Muni Long, Fast & Furious: The Fast Saga",1051327
JP,2023-06,"Angel Pt. 2 (feat. Jimin of BTS, Charlie Puth and Muni Long)","JVKE, Jimin, Charlie Puth, Muni Long, Fast & Furious: The Fast Saga",711042
JP,2023-07,115万キロのフィルム,OFFICIAL HIGE DANDISM,3323072
JP,2023-07,ANTENNA,Mrs. GREEN APPLE,302278
JP,2023-07,ANTIFRAGILE,LE SSERAFIM,1796180
JP,2023-07,ASAP,NewJeans,567237
JP,2023-07,After LIKE,IVE,1548327
JP,2023-08,115万キロのフィルム,OFFICIAL HIGE DANDISM,3950584
JP,2023-08,ANTIFRAGILE,LE SSERAFIM,1950257
JP,2023-08,ASAP,NewJeans,1410667
JP,2023-08,After LIKE,IVE,1633776
JP,2023-08,Attention,NewJeans,1644837
JP,2023-09,115万キロのフィルム,OFFICIAL HIGE DANDISM,3153725
